,Sex,Age group,VALUE,REF_DATE,UOM
3827415,Both sexes,15 to 19 years,3.7,2019-12-01,Persons
3827416,Both sexes,20 to 24 years,8.1,2019-12-01,Persons
3827417,Both sexes,25 to 29 years,8.4,2019-12-01,Persons
3827418,Both sexes,30 to 34 years,7.9,2019-12-01,Persons
3827419,Both sexes,35 to 39 years,8.2,2019-12-01,Persons
3827420,Both sexes,40 to 44 years,8.5,2019-12-01,Persons
3827421,Both sexes,45 to 49 years,8.9,2019-12-01,Persons
3827422,Both sexes,50 to 54 years,9.0,2019-12-01,Persons
3827423,Both sexes,55 to 59 years,9.0,2019-12-01,Persons
3827424,Both sexes,60 to 64 years,7.3,2019-12-01,Persons
3827425,Both sexes,65 years and over,5.8,2019-12-01,Persons
3827426,Both sexes,65 to 69 years,3.1,2019-12-01,Persons
3827427,Both sexes,70 years and over,2.7,2019-12-01,Persons
3827428,Males,15 years and over,43.0,2019-12-01,Persons
3827429,Males,15 to 24 years,5.7,2019-12-01,Persons
3827430,Males,25 years and over,37.2,2019-12-01,Persons
3827431,Males,25 to 44 years,16.4,2019-12-01,Persons
3827432,Males,45 to 64 years,17.2,2019-12-01,Persons
3827433,Males,45 years and over,20.8,2019-12-01,Persons
3827434,Males,25 to 54 years,25.5,2019-12-01,Persons
3827435,Males,55 years and over,11.8,2019-12-01,Persons
3827436,Males,15 to 64 years,39.4,2019-12-01,Persons
3827437,Males,15 to 19 years,1.6,2019-12-01,Persons
3827438,Males,20 to 24 years,4.2,2019-12-01,Persons
3827439,Males,25 to 29 years,4.6,2019-12-01,Persons
3827440,Males,30 to 34 years,3.8,2019-12-01,Persons
3827441,Males,35 to 39 years,4.0,2019-12-01,Persons
3827442,Males,40 to 44 years,4.1,2019-12-01,Persons
3827443,Males,45 to 49 years,4.3,2019-12-01,Persons
3827444,Males,50 to 54 years,4.8,2019-12-01,Persons
3827445,Males,55 to 59 years,4.4,2019-12-01,Persons
3827446,Males,60 to 64 years,3.8,2019-12-01,Persons
3827447,Males,65 years and over,3.6,2019-12-01,Persons
3827448,Males,65 to 69 years,1.8,2019-12-01,Persons
3827449,Males,70 years and over,1.8,2019-12-01,Persons
3827450,Females,15 years and over,41.6,2019-12-01,Persons
3827451,Females,15 to 24 years,6.0,2019-12-01,Persons
3827452,Females,25 years and over,35.6,2019-12-01,Persons
3827453,Females,25 to 44 years,16.5,2019-12-01,Persons
3827454,Females,45 to 64 years,16.9,2019-12-01,Persons
3827455,Females,45 years and over,19.1,2019-12-01,Persons
3827456,Females,25 to 54 years,25.3,2019-12-01,Persons
3827457,Females,55 years and over,10.2,2019-12-01,Persons
3827458,Females,15 to 64 years,39.4,2019-12-01,Persons
3827459,Females,15 to 19 years,2.1,2019-12-01,Persons
3827460,Females,20 to 24 years,3.9,2019-12-01,Persons
3827461,Females,25 to 29 years,3.8,2019-12-01,Persons
3827462,Females,30 to 34 years,4.1,2019-12-01,Persons
3827463,Females,35 to 39 years,4.2,2019-12-01,Persons
3827464,Females,40 to 44 years,4.4,2019-12-01,Persons
3827465,Females,45 to 49 years,4.6,2019-12-01,Persons
3827466,Females,50 to 54 years,4.2,2019-12-01,Persons
3827467,Females,55 to 59 years,4.6,2019-12-01,Persons
3827468,Females,60 to 64 years,3.4,2019-12-01,Persons
3827469,Females,65 years and over,2.2,2019-12-01,Persons
3827470,Females,65 to 69 years,1.3,2019-12-01,Persons
3827471,Females,70 years and over,0.9,2019-12-01,Persons
3827472,Both sexes,15 years and over,77.2,2019-12-01,Persons
3827473,Both sexes,15 to 24 years,10.9,2019-12-01,Persons
3827474,Both sexes,25 years and over,66.3,2019-12-01,Persons
3827475,Both sexes,25 to 44 years,30.6,2019-12-01,Persons
3827476,Both sexes,45 to 64 years,30.8,2019-12-01,Persons
3827477,Both sexes,45 years and over,35.7,2019-12-01,Persons
3827478,Both sexes,25 to 54 years,47.1,2019-12-01,Persons
3827479,Both sexes,55 years and over,19.2,2019-12-01,Persons
3827480,Both sexes,15 to 64 years,72.2,2019-12-01,Persons
3827481,Both sexes,15 to 19 years,3.3,2019-12-01,Persons
3827482,Both sexes,20 to 24 years,7.6,2019-12-01,Persons
3827483,Both sexes,25 to 29 years,7.7,2019-12-01,Persons
3827484,Both sexes,30 to 34 years,7.3,2019-12-01,Persons
3827485,Both sexes,35 to 39 years,7.6,2019-12-01,Persons
3827486,Both sexes,40 to 44 years,8.0,2019-12-01,Persons
3827487,Both sexes,45 to 49 years,8.0,2019-12-01,Persons
3827488,Both sexes,50 to 54 years,8.4,2019-12-01,Persons
3827489,Both sexes,55 to 59 years,8.4,2019-12-01,Persons
3827490,Both sexes,60 to 64 years,5.9,2019-12-01,Persons
3827491,Both sexes,65 years and over,4.9,2019-12-01,Persons
3827492,Both sexes,65 to 69 years,2.4,2019-12-01,Persons
3827493,Both sexes,70 years and over,2.5,2019-12-01,Persons
3827494,Males,15 years and over,38.5,2019-12-01,Persons
3827495,Males,15 to 24 years,5.2,2019-12-01,Persons
3827496,Males,25 years and over,33.3,2019-12-01,Persons
3827497,Males,25 to 44 years,15.2,2019-12-01,Persons
3827498,Males,45 to 64 years,15.1,2019-12-01,Persons
3827499,Males,45 years and over,18.1,2019-12-01,Persons
3827500,Males,25 to 54 years,23.5,2019-12-01,Persons
3827501,Males,55 years and over,9.8,2019-12-01,Persons
3827502,Males,15 to 64 years,35.5,2019-12-01,Persons
3827503,Males,15 to 19 years,1.4,2019-12-01,Persons
3827504,Males,20 to 24 years,3.8,2019-12-01,Persons
3827505,Males,25 to 29 years,4.2,2019-12-01,Persons
3827506,Males,30 to 34 years,3.4,2019-12-01,Persons
3827507,Males,35 to 39 years,3.7,2019-12-01,Persons
3827508,Males,40 to 44 years,3.9,2019-12-01,Persons
3827509,Males,45 to 49 years,3.9,2019-12-01,Persons
3827510,Males,50 to 54 years,4.4,2019-12-01,Persons
3827511,Males,55 to 59 years,3.8,2019-12-01,Persons
3827512,Males,60 to 64 years,3.0,2019-12-01,Persons
3827513,Males,65 years and over,3.1,2019-12-01,Persons
3827514,Males,65 to 69 years,1.3,2019-12-01,Persons
3827515,Males,70 years and over,1.7,2019-12-01,Persons
3827516,Females,15 years and over,38.6,2019-12-01,Persons
3827517,Females,15 to 24 years,5.7,2019-12-01,Persons
3827518,Females,25 years and over,33.0,2019-12-01,Persons
3827519,Females,25 to 44 years,15.4,2019-12-01,Persons
3827520,Females,45 to 64 years,15.7,2019-12-01,Persons
3827521,Females,45 years and over,17.5,2019-12-01,Persons
3827522,Females,25 to 54 years,23.6,2019-12-01,Persons
3827523,Females,55 years and over,9.4,2019-12-01,Persons
3827524,Females,15 to 64 years,36.8,2019-12-01,Persons
3827525,Females,15 to 19 years,1.9,2019-12-01,Persons
3827526,Females,20 to 24 years,3.7,2019-12-01,Persons
3827527,Females,25 to 29 years,3.5,2019-12-01,Persons
3827528,Females,30 to 34 years,3.9,2019-12-01,Persons
3827529,Females,35 to 39 years,3.9,2019-12-01,Persons
3827530,Females,40 to 44 years,4.2,2019-12-01,Persons
3827531,Females,45 to 49 years,4.1,2019-12-01,Persons
3827532,Females,50 to 54 years,4.1,2019-12-01,Persons
3827533,Females,55 to 59 years,4.6,2019-12-01,Persons
3827534,Females,60 to 64 years,2.9,2019-12-01,Persons
3827535,Females,65 years and over,1.9,2019-12-01,Persons
3827536,Females,65 to 69 years,1.1,2019-12-01,Persons
3827537,Females,70 years and over,0.8,2019-12-01,Persons
3827538,Both sexes,15 years and over,64.6,2019-12-01,Persons
3827539,Both sexes,15 to 24 years,7.1,2019-12-01,Persons
3827540,Both sexes,25 years and over,57.5,2019-12-01,Persons
3827541,Both sexes,25 to 44 years,27.0,2019-12-01,Persons
3827542,Both sexes,45 to 64 years,27.2,2019-12-01,Persons
3827543,Both sexes,45 years and over,30.6,2019-12-01,Persons
3827544,Both sexes,25 to 54 years,41.7,2019-12-01,Persons
3827545,Both sexes,55 years and over,15.9,2019-12-01,Persons
3827546,Both sexes,15 to 64 years,61.3,2019-12-01,Persons
3827547,Both sexes,15 to 19 years,0.7,2019-12-01,Persons
3827548,Both sexes,20 to 24 years,6.4,2019-12-01,Persons
3827549,Both sexes,25 to 29 years,6.8,2019-12-01,Persons
3827550,Both sexes,30 to 34 years,6.3,2019-12-01,Persons
3827551,Both sexes,35 to 39 years,6.5,2019-12-01,Persons
3827552,Both sexes,40 to 44 years,7.4,2019-12-01,Persons
3827553,Both sexes,45 to 49 years,7.4,2019-12-01,Persons
3827554,Both sexes,50 to 54 years,7.2,2019-12-01,Persons
3827555,Both sexes,55 to 59 years,7.7,2019-12-01,Persons
3827556,Both sexes,60 to 64 years,4.8,2019-12-01,Persons
3827557,Both sexes,65 years and over,3.3,2019-12-01,Persons
3827558,Both sexes,65 to 69 years,1.7,2019-12-01,Persons
3827559,Both sexes,70 years and over,1.7,2019-12-01,Persons
3827560,Males,15 years and over,35.0,2019-12-01,Persons
3827561,Males,15 to 24 years,3.8,2019-12-01,Persons
3827562,Males,25 years and over,31.2,2019-12-01,Persons
3827563,Males,25 to 44 years,14.6,2019-12-01,Persons
3827564,Males,45 to 64 years,14.2,2019-12-01,Persons
3827565,Males,45 years and over,16.6,2019-12-01,Persons
3827566,Males,25 to 54 years,22.6,2019-12-01,Persons
3827567,Males,55 years and over,8.7,2019-12-01,Persons
3827568,Males,15 to 64 years,32.6,2019-12-01,Persons
3827569,Males,15 to 19 years,0.3,2019-12-01,Persons
3827570,Males,20 to 24 years,3.5,2019-12-01,Persons
3827571,Males,25 to 29 years,4.1,2019-12-01,Persons
3827572,Males,30 to 34 years,3.2,2019-12-01,Persons
3827573,Males,35 to 39 years,3.6,2019-12-01,Persons
3827574,Males,40 to 44 years,3.7,2019-12-01,Persons
3827575,Males,45 to 49 years,3.8,2019-12-01,Persons
3827576,Males,50 to 54 years,4.1,2019-12-01,Persons
3827577,Males,55 to 59 years,3.6,2019-12-01,Persons
3827578,Males,60 to 64 years,2.6,2019-12-01,Persons
3827579,Males,65 years and over,2.4,2019-12-01,Persons
3827580,Males,65 to 69 years,1.2,2019-12-01,Persons
3827581,Males,70 years and over,1.3,2019-12-01,Persons
3827582,Females,15 years and over,29.6,2019-12-01,Persons
3827583,Females,15 to 24 years,3.3,2019-12-01,Persons
3827584,Females,25 years and over,26.3,2019-12-01,Persons
3827585,Females,25 to 44 years,12.3,2019-12-01,Persons
3827586,Females,45 to 64 years,13.1,2019-12-01,Persons
3827587,Females,45 years and over,14.0,2019-12-01,Persons
3827588,Females,25 to 54 years,19.1,2019-12-01,Persons
3827589,Females,55 years and over,7.2,2019-12-01,Persons
3827590,Females,15 to 64 years,28.7,2019-12-01,Persons
3827591,Females,15 to 19 years,0.4,2019-12-01,Persons
3827592,Females,20 to 24 years,2.9,2019-12-01,Persons
3827593,Females,25 to 29 years,2.6,2019-12-01,Persons
3827594,Females,30 to 34 years,3.1,2019-12-01,Persons
3827595,Females,35 to 39 years,2.9,2019-12-01,Persons
3827596,Females,40 to 44 years,3.6,2019-12-01,Persons
3827597,Females,45 to 49 years,3.6,2019-12-01,Persons
3827598,Females,50 to 54 years,3.1,2019-12-01,Persons
3827599,Females,55 to 59 years,4.1,2019-12-01,Persons
3827600,Females,60 to 64 years,2.2,2019-12-01,Persons
3827601,Females,65 years and over,0.9,2019-12-01,Persons
3827602,Females,65 to 69 years,0.5,2019-12-01,Persons
3827603,Females,70 years and over,0.4,2019-12-01,Persons
3827604,Both sexes,15 years and over,12.5,2019-12-01,Persons
3827605,Both sexes,15 to 24 years,3.8,2019-12-01,Persons
3827606,Both sexes,25 years and over,8.8,2019-12-01,Persons
3827607,Both sexes,25 to 44 years,3.6,2019-12-01,Persons
3827608,Both sexes,45 to 64 years,3.6,2019-12-01,Persons
3827609,Both sexes,45 years and over,5.1,2019-12-01,Persons
3827610,Both sexes,25 to 54 years,5.4,2019-12-01,Persons
3827611,Both sexes,55 years and over,3.4,2019-12-01,Persons
3827612,Both sexes,15 to 64 years,10.9,2019-12-01,Persons
3827613,Both sexes,15 to 19 years,2.6,2019-12-01,Persons
3827614,Both sexes,20 to 24 years,1.2,2019-12-01,Persons
3827615,Both sexes,25 to 29 years,0.9,2019-12-01,Persons
3827616,Both sexes,30 to 34 years,0.9,2019-12-01,Persons
3827617,Both sexes,35 to 39 years,1.1,2019-12-01,Persons
3827618,Both sexes,40 to 44 years,0.7,2019-12-01,Persons
3827619,Both sexes,45 to 49 years,0.6,2019-12-01,Persons
3827620,Both sexes,50 to 54 years,1.2,2019-12-01,Persons
3827621,Both sexes,55 to 59 years,0.7,2019-12-01,Persons
3827622,Both sexes,60 to 64 years,1.1,2019-12-01,Persons
3827623,Both sexes,65 years and over,1.6,2019-12-01,Persons
3827624,Both sexes,65 to 69 years,0.7,2019-12-01,Persons
3827625,Both sexes,70 years and over,0.9,2019-12-01,Persons
3827626,Males,15 years and over,3.5,2019-12-01,Persons
3827627,Males,15 to 24 years,1.4,2019-12-01,Persons
3827628,Males,25 years and over,2.1,2019-12-01,Persons
3827629,Males,25 to 44 years,0.5,2019-12-01,Persons
3827630,Males,45 to 64 years,0.9,2019-12-01,Persons
3827631,Males,45 years and over,1.5,2019-12-01,Persons
3827632,Males,25 to 54 years,0.9,2019-12-01,Persons
3827633,Males,55 years and over,1.2,2019-12-01,Persons
3827634,Males,15 to 64 years,2.9,2019-12-01,Persons
3827635,Males,15 to 19 years,1.0,2019-12-01,Persons
3827636,Males,20 to 24 years,0.4,2019-12-01,Persons
3827637,Males,25 to 29 years,,2019-12-01,Persons
3827638,Males,30 to 34 years,0.2,2019-12-01,Persons
3827639,Males,35 to 39 years,0.2,2019-12-01,Persons
3827640,Males,40 to 44 years,,2019-12-01,Persons
3827641,Males,45 to 49 years,,2019-12-01,Persons
3827642,Males,50 to 54 years,0.3,2019-12-01,Persons
3827643,Males,55 to 59 years,0.2,2019-12-01,Persons
3827644,Males,60 to 64 years,0.4,2019-12-01,Persons
3827645,Males,65 years and over,0.6,2019-12-01,Persons
3827646,Males,65 to 69 years,,2019-12-01,Persons
3827647,Males,70 years and over,0.5,2019-12-01,Persons
3827648,Females,15 years and over,9.0,2019-12-01,Persons
3827649,Females,15 to 24 years,2.4,2019-12-01,Persons
3827650,Females,25 years and over,6.7,2019-12-01,Persons
3827651,Females,25 to 44 years,3.1,2019-12-01,Persons
3827652,Females,45 to 64 years,2.6,2019-12-01,Persons
3827653,Females,45 years and over,3.6,2019-12-01,Persons
3827654,Females,25 to 54 years,4.5,2019-12-01,Persons
3827655,Females,55 years and over,2.2,2019-12-01,Persons
3827656,Females,15 to 64 years,8.1,2019-12-01,Persons
3827657,Females,15 to 19 years,1.6,2019-12-01,Persons
3827658,Females,20 to 24 years,0.8,2019-12-01,Persons
3827659,Females,25 to 29 years,0.8,2019-12-01,Persons
3827660,Females,30 to 34 years,0.8,2019-12-01,Persons
3827661,Females,35 to 39 years,1.0,2019-12-01,Persons
3827662,Females,40 to 44 years,0.5,2019-12-01,Persons
3827663,Females,45 to 49 years,0.5,2019-12-01,Persons
3827664,Females,50 to 54 years,0.9,2019-12-01,Persons
3827665,Females,55 to 59 years,0.5,2019-12-01,Persons
3827666,Females,60 to 64 years,0.7,2019-12-01,Persons
3827667,Females,65 years and over,1.0,2019-12-01,Persons
3827668,Females,65 to 69 years,0.6,2019-12-01,Persons
3827669,Females,70 years and over,0.4,2019-12-01,Persons
3827670,Both sexes,15 years and over,7.4,2019-12-01,Persons
3827671,Both sexes,15 to 24 years,0.9,2019-12-01,Persons
3827672,Both sexes,25 years and over,6.5,2019-12-01,Persons
3827673,Both sexes,25 to 44 years,2.3,2019-12-01,Persons
3827674,Both sexes,45 to 64 years,3.4,2019-12-01,Persons
3827675,Both sexes,45 years and over,4.2,2019-12-01,Persons
3827676,Both sexes,25 to 54 years,3.7,2019-12-01,Persons
3827677,Both sexes,55 years and over,2.8,2019-12-01,Persons
3827678,Both sexes,15 to 64 years,6.5,2019-12-01,Persons
3827679,Both sexes,15 to 19 years,0.4,2019-12-01,Persons
3827680,Both sexes,20 to 24 years,0.5,2019-12-01,Persons
3827681,Both sexes,25 to 29 years,0.7,2019-12-01,Persons
3827682,Both sexes,30 to 34 years,0.6,2019-12-01,Persons
3827683,Both sexes,35 to 39 years,0.6,2019-12-01,Persons
3827684,Both sexes,40 to 44 years,0.4,2019-12-01,Persons
3827685,Both sexes,45 to 49 years,0.8,2019-12-01,Persons
3827686,Both sexes,50 to 54 years,0.6,2019-12-01,Persons
3827687,Both sexes,55 to 59 years,0.5,2019-12-01,Persons
3827688,Both sexes,60 to 64 years,1.4,2019-12-01,Persons
3827689,Both sexes,65 years and over,0.8,2019-12-01,Persons
3827690,Both sexes,65 to 69 years,0.7,2019-12-01,Persons
3827691,Both sexes,70 years and over,0.2,2019-12-01,Persons
3827692,Males,15 years and over,4.5,2019-12-01,Persons
3827693,Males,15 to 24 years,0.5,2019-12-01,Persons
3827694,Males,25 years and over,3.9,2019-12-01,Persons
3827695,Males,25 to 44 years,1.2,2019-12-01,Persons
3827696,Males,45 to 64 years,2.1,2019-12-01,Persons
3827697,Males,45 years and over,2.7,2019-12-01,Persons
3827698,Males,25 to 54 years,2.0,2019-12-01,Persons
3827699,Males,55 years and over,1.9,2019-12-01,Persons
3827700,Males,15 to 64 years,3.9,2019-12-01,Persons
3827701,Males,15 to 19 years,0.2,2019-12-01,Persons
3827702,Males,20 to 24 years,0.3,2019-12-01,Persons
3827703,Males,25 to 29 years,0.4,2019-12-01,Persons
3827704,Males,30 to 34 years,0.4,2019-12-01,Persons
3827705,Males,35 to 39 years,0.2,2019-12-01,Persons
3827706,Males,40 to 44 years,0.2,2019-12-01,Persons
3827707,Males,45 to 49 years,0.4,2019-12-01,Persons
3827708,Males,50 to 54 years,0.4,2019-12-01,Persons
3827709,Males,55 to 59 years,0.5,2019-12-01,Persons
3827710,Males,60 to 64 years,0.9,2019-12-01,Persons
3827711,Males,65 years and over,0.5,2019-12-01,Persons
3827712,Males,65 to 69 years,0.4,2019-12-01,Persons
3827713,Males,70 years and over,,2019-12-01,Persons
3827714,Females,15 years and over,2.9,2019-12-01,Persons
3827715,Females,15 to 24 years,0.3,2019-12-01,Persons
3827716,Females,25 years and over,2.6,2019-12-01,Persons
3827717,Females,25 to 44 years,1.1,2019-12-01,Persons
3827718,Females,45 to 64 years,1.2,2019-12-01,Persons
3827719,Females,45 years and over,1.5,2019-12-01,Persons
3827720,Females,25 to 54 years,1.7,2019-12-01,Persons
3827721,Females,55 years and over,0.8,2019-12-01,Persons
3827722,Females,15 to 64 years,2.6,2019-12-01,Persons
3827723,Females,15 to 19 years,0.2,2019-12-01,Persons
3827724,Females,20 to 24 years,0.2,2019-12-01,Persons
3827725,Females,25 to 29 years,0.3,2019-12-01,Persons
3827726,Females,30 to 34 years,0.2,2019-12-01,Persons
3827727,Females,35 to 39 years,0.3,2019-12-01,Persons
3827728,Females,40 to 44 years,0.2,2019-12-01,Persons
3827729,Females,45 to 49 years,0.5,2019-12-01,Persons
3827730,Females,50 to 54 years,0.2,2019-12-01,Persons
3827731,Females,55 to 59 years,,2019-12-01,Persons
3827732,Females,60 to 64 years,0.5,2019-12-01,Persons
3827733,Females,65 years and over,0.3,2019-12-01,Persons
3827734,Females,65 to 69 years,0.2,2019-12-01,Persons
3827735,Females,70 years and over,,2019-12-01,Persons
3827736,Both sexes,15 years and over,45.6,2019-12-01,Persons
3827737,Both sexes,15 to 24 years,7.2,2019-12-01,Persons
3827738,Both sexes,25 years and over,38.4,2019-12-01,Persons
3827739,Both sexes,25 to 44 years,4.4,2019-12-01,Persons
3827740,Both sexes,45 to 64 years,9.8,2019-12-01,Persons
3827741,Both sexes,45 years and over,34.0,2019-12-01,Persons
3827742,Both sexes,25 to 54 years,7.5,2019-12-01,Persons
3827743,Both sexes,55 years and over,30.9,2019-12-01,Persons
3827744,Both sexes,15 to 64 years,21.3,2019-12-01,Persons
3827745,Both sexes,15 to 19 years,5.0,2019-12-01,Persons
3827746,Both sexes,20 to 24 years,2.2,2019-12-01,Persons
3827747,Both sexes,25 to 29 years,1.6,2019-12-01,Persons
3827748,Both sexes,30 to 34 years,0.9,2019-12-01,Persons
3827749,Both sexes,35 to 39 years,1.2,2019-12-01,Persons
3827750,Both sexes,40 to 44 years,0.6,2019-12-01,Persons
3827751,Both sexes,45 to 49 years,1.3,2019-12-01,Persons
3827752,Both sexes,50 to 54 years,1.8,2019-12-01,Persons
3827753,Both sexes,55 to 59 years,2.9,2019-12-01,Persons
3827754,Both sexes,60 to 64 years,3.8,2019-12-01,Persons
3827755,Both sexes,65 years and over,24.2,2019-12-01,Persons
3827756,Both sexes,65 to 69 years,6.8,2019-12-01,Persons
3827757,Both sexes,70 years and over,17.5,2019-12-01,Persons
3827758,Males,15 years and over,20.9,2019-12-01,Persons
3827759,Males,15 to 24 years,4.4,2019-12-01,Persons
3827760,Males,25 years and over,16.5,2019-12-01,Persons
3827761,Males,25 to 44 years,1.8,2019-12-01,Persons
3827762,Males,45 to 64 years,4.4,2019-12-01,Persons
3827763,Males,45 years and over,14.7,2019-12-01,Persons
3827764,Males,25 to 54 years,3.4,2019-12-01,Persons
3827765,Males,55 years and over,13.1,2019-12-01,Persons
3827766,Males,15 to 64 years,10.6,2019-12-01,Persons
3827767,Males,15 to 19 years,2.9,2019-12-01,Persons
3827768,Males,20 to 24 years,1.5,2019-12-01,Persons
3827769,Males,25 to 29 years,0.6,2019-12-01,Persons
3827770,Males,30 to 34 years,0.4,2019-12-01,Persons
3827771,Males,35 to 39 years,0.5,2019-12-01,Persons
3827772,Males,40 to 44 years,0.3,2019-12-01,Persons
3827773,Males,45 to 49 years,0.5,2019-12-01,Persons
3827774,Males,50 to 54 years,1.1,2019-12-01,Persons
3827775,Males,55 to 59 years,1.4,2019-12-01,Persons
3827776,Males,60 to 64 years,1.4,2019-12-01,Persons
3827777,Males,65 years and over,10.3,2019-12-01,Persons
3827778,Males,65 to 69 years,3.0,2019-12-01,Persons
3827779,Males,70 years and over,7.3,2019-12-01,Persons
3827780,Females,15 years and over,24.7,2019-12-01,Persons
3827781,Females,15 to 24 years,2.8,2019-12-01,Persons
3827782,Females,25 years and over,21.9,2019-12-01,Persons
3827783,Females,25 to 44 years,2.6,2019-12-01,Persons
3827784,Females,45 to 64 years,5.4,2019-12-01,Persons
3827785,Females,45 years and over,19.3,2019-12-01,Persons
3827786,Females,25 to 54 years,4.1,2019-12-01,Persons
3827787,Females,55 years and over,17.8,2019-12-01,Persons
3827788,Females,15 to 64 years,10.8,2019-12-01,Persons
3827789,Females,15 to 19 years,2.1,2019-12-01,Persons
3827790,Females,20 to 24 years,0.7,2019-12-01,Persons
3827791,Females,25 to 29 years,1.0,2019-12-01,Persons
3827792,Females,30 to 34 years,0.4,2019-12-01,Persons
3827793,Females,35 to 39 years,0.8,2019-12-01,Persons
3827794,Females,40 to 44 years,0.4,2019-12-01,Persons
3827795,Females,45 to 49 years,0.8,2019-12-01,Persons
3827796,Females,50 to 54 years,0.8,2019-12-01,Persons
3827797,Females,55 to 59 years,1.5,2019-12-01,Persons
3827798,Females,60 to 64 years,2.4,2019-12-01,Persons
3827799,Females,65 years and over,13.9,2019-12-01,Persons
3827800,Females,65 to 69 years,3.8,2019-12-01,Persons
3827801,Females,70 years and over,10.1,2019-12-01,Persons
3827802,Both sexes,15 years and over,8.8,2019-12-01,Percentage
3827803,Both sexes,15 to 24 years,7.7,2019-12-01,Percentage
3827804,Both sexes,25 years and over,8.9,2019-12-01,Percentage
3827805,Both sexes,25 to 44 years,7.0,2019-12-01,Percentage
3827806,Both sexes,45 to 64 years,10.0,2019-12-01,Percentage
3827807,Both sexes,45 years and over,10.5,2019-12-01,Percentage
3827808,Both sexes,25 to 54 years,7.3,2019-12-01,Percentage
3827809,Both sexes,55 years and over,12.7,2019-12-01,Percentage
3827810,Both sexes,15 to 64 years,8.2,2019-12-01,Percentage
3827811,Both sexes,15 to 19 years,10.8,2019-12-01,Percentage
3827812,Both sexes,20 to 24 years,6.2,2019-12-01,Percentage
3827813,Both sexes,25 to 29 years,8.3,2019-12-01,Percentage
3827814,Both sexes,30 to 34 years,7.6,2019-12-01,Percentage
3827815,Both sexes,35 to 39 years,7.3,2019-12-01,Percentage
3827816,Both sexes,40 to 44 years,4.7,2019-12-01,Percentage
3827817,Both sexes,45 to 49 years,9.0,2019-12-01,Percentage
3827818,Both sexes,50 to 54 years,6.7,2019-12-01,Percentage
3827819,Both sexes,55 to 59 years,5.6,2019-12-01,Percentage
3827820,Both sexes,60 to 64 years,19.2,2019-12-01,Percentage
3827821,Both sexes,65 years and over,13.8,2019-12-01,Percentage
3827822,Both sexes,65 to 69 years,22.6,2019-12-01,Percentage
3827823,Both sexes,70 years and over,7.4,2019-12-01,Percentage
3827824,Males,15 years and over,10.5,2019-12-01,Percentage
3827825,Males,15 to 24 years,8.8,2019-12-01,Percentage
3827826,Males,25 years and over,10.5,2019-12-01,Percentage
3827827,Males,25 to 44 years,7.3,2019-12-01,Percentage
3827828,Males,45 to 64 years,12.2,2019-12-01,Percentage
3827829,Males,45 years and over,13.0,2019-12-01,Percentage
3827830,Males,25 to 54 years,7.8,2019-12-01,Percentage
3827831,Males,55 years and over,16.1,2019-12-01,Percentage
3827832,Males,15 to 64 years,9.9,2019-12-01,Percentage
3827833,Males,15 to 19 years,12.5,2019-12-01,Percentage
3827834,Males,20 to 24 years,7.1,2019-12-01,Percentage
3827835,Males,25 to 29 years,8.7,2019-12-01,Percentage
3827836,Males,30 to 34 years,10.5,2019-12-01,Percentage
3827837,Males,35 to 39 years,5.0,2019-12-01,Percentage
3827838,Males,40 to 44 years,4.9,2019-12-01,Percentage
3827839,Males,45 to 49 years,9.3,2019-12-01,Percentage
3827840,Males,50 to 54 years,8.3,2019-12-01,Percentage
3827841,Males,55 to 59 years,11.4,2019-12-01,Percentage
3827842,Males,60 to 64 years,23.7,2019-12-01,Percentage
3827843,Males,65 years and over,13.9,2019-12-01,Percentage
3827844,Males,65 to 69 years,22.2,2019-12-01,Percentage
3827845,Males,70 years and over,,2019-12-01,Percentage
3827846,Females,15 years and over,7.0,2019-12-01,Percentage
3827847,Females,15 to 24 years,5.0,2019-12-01,Percentage
3827848,Females,25 years and over,7.3,2019-12-01,Percentage
3827849,Females,25 to 44 years,6.7,2019-12-01,Percentage
3827850,Females,45 to 64 years,7.1,2019-12-01,Percentage
3827851,Females,45 years and over,7.9,2019-12-01,Percentage
3827852,Females,25 to 54 years,6.7,2019-12-01,Percentage
3827853,Females,55 years and over,7.8,2019-12-01,Percentage
3827854,Females,15 to 64 years,6.6,2019-12-01,Percentage
3827855,Females,15 to 19 years,9.5,2019-12-01,Percentage
3827856,Females,20 to 24 years,5.1,2019-12-01,Percentage
3827857,Females,25 to 29 years,7.9,2019-12-01,Percentage
3827858,Females,30 to 34 years,4.9,2019-12-01,Percentage
3827859,Females,35 to 39 years,7.1,2019-12-01,Percentage
3827860,Females,40 to 44 years,4.5,2019-12-01,Percentage
3827861,Females,45 to 49 years,10.9,2019-12-01,Percentage
3827862,Females,50 to 54 years,4.8,2019-12-01,Percentage
3827863,Females,55 to 59 years,,2019-12-01,Percentage
3827864,Females,60 to 64 years,14.7,2019-12-01,Percentage
3827865,Females,65 years and over,13.6,2019-12-01,Percentage
3827866,Females,65 to 69 years,15.4,2019-12-01,Percentage
3827867,Females,70 years and over,,2019-12-01,Percentage
3827868,Both sexes,15 years and over,65.0,2019-12-01,Percentage
3827869,Both sexes,15 to 24 years,61.9,2019-12-01,Percentage
3827870,Both sexes,25 years and over,65.5,2019-12-01,Percentage
3827871,Both sexes,25 to 44 years,88.2,2019-12-01,Percentage
